50.209725 26.265205 -108.6
50.210235 26.265334 -90.3
50.209634 26.265340 -110.0
50.210295 26.265362 -79.2
50.210375 26.265380 -92.4
50.209613 26.265394 -112.0
50.210334 26.265416 -95.8
50.210394 26.265416 -94.8
50.210304 26.265425 -93.7
50.210274 26.265443 -82.1
50.210534 26.265444 -89.7
50.210574 26.265463 -92.0
50.210254 26.265470 -89.7
50.210624 26.265472 -95.8
50.210634 26.265490 -96.4
50.210234 26.265497 -85.2
50.210764 26.265527 -95.3
50.210784 26.265527 -94.7
50.210223 26.265542 -87.2
50.210864 26.265582 -104.5
50.210203 26.265587 -91.2
50.210924 26.265591 -103.3
50.210994 26.265609 -97.7
50.210183 26.265632 -92.2
50.210833 26.265663 -114.5
50.210162 26.265677 -89.4
50.209481 26.265691 -115.4
50.210142 26.265722 -92.0
50.210793 26.265753 -114.3
50.210112 26.265776 -93.3
50.210772 26.265798 -110.6
50.210081 26.265839 -89.9
50.210752 26.265852 -115.8
50.210051 26.265911 -96.3
50.210731 26.265924 -118.2
50.209359 26.265971 -109.0
50.210030 26.265983 -89.1
50.210701 26.265987 -119.8
50.210000 26.266046 -88.6
50.210670 26.266059 -119.0
50.209969 26.266109 -95.1
50.210630 26.266131 -116.1
50.209949 26.266181 -91.7
50.209257 26.266196 -111.3
50.210599 26.266203 -119.2
50.211290 26.266234 -105.7
50.209918 26.266235 -90.0
50.210569 26.266266 -118.3
50.211260 26.266297 -108.4
50.209898 26.266299 -90.8
50.209207 26.266313 -106.0
50.210538 26.266329 -117.3
50.211249 26.266351 -105.3
50.209867 26.266353 -93.9
50.210518 26.266383 -115.3
50.209857 26.266407 -85.6
50.211229 26.266414 -104.3
50.209156 26.266430 -103.1
50.210498 26.266437 -114.9
50.211208 26.266459 -103.9
50.209827 26.266461 -94.8
50.210477 26.266482 -114.1
50.211188 26.266504 -102.1
50.209796 26.266524 -91.5
50.210457 26.266536 -112.0
50.211158 26.266540 -102.2
50.209105 26.266556 -104.9
50.210437 26.266572 -110.8
50.211148 26.266576 -107.0
50.209776 26.266587 -92.5
50.210416 26.266617 -111.5
50.211127 26.266621 -106.7
50.209735 26.266650 -91.6
50.210406 26.266653 -117.8
50.211117 26.266657 -101.7
50.209044 26.266691 -109.4
50.211097 26.266693 -104.1
50.210396 26.266699 -114.5
50.211077 26.266720 -102.8
50.209715 26.266722 -87.4
50.210375 26.266744 -116.0
50.211066 26.266756 -101.3
50.210365 26.266780 -113.0
50.211046 26.266783 -101.0
50.209684 26.266794 -92.5
50.211036 26.266828 -102.5
50.210335 26.266834 -110.4
50.209643 26.266875 -88.1
50.210324 26.266879 -112.0
50.211005 26.266882 -103.1
50.210304 26.266915 -112.8
50.209613 26.266938 -88.2
50.210985 26.266946 -92.8
50.210284 26.266960 -114.3
50.208912 26.266979 -109.8
50.210964 26.267009 -96.9
50.210263 26.267014 -114.5
50.209592 26.267019 -91.0
50.208891 26.267033 -102.3
50.210243 26.267050 -111.5
50.209562 26.267073 -86.2
50.208881 26.267078 -102.3
50.210934 26.267090 -94.5
50.210223 26.267095 -112.0
50.208871 26.267105 -99.5
50.208851 26.267132 -102.8
50.209532 26.267136 -85.8
50.210212 26.267140 -111.1
50.208850 26.267160 -107.6
50.210903 26.267162 -97.4
50.210192 26.267185 -112.2
50.208830 26.267187 -114.0
50.209511 26.267190 -81.7
50.210172 26.267221 -108.3
50.208820 26.267223 -112.3
50.210883 26.267225 -93.2
50.209481 26.267244 -86.7
50.210152 26.267257 -108.9
50.208800 26.267277 -109.1
50.210141 26.267293 -108.3
50.210852 26.267297 -93.5
50.209460 26.267298 -86.6
50.208769 26.267331 -106.8
50.210121 26.267338 -106.4
50.209450 26.267352 -85.0
50.210822 26.267360 -90.8
50.210101 26.267383 -111.4
50.208739 26.267403 -103.7
50.209430 26.267407 -80.6
50.210090 26.267410 -105.4
50.210801 26.267414 -90.2
50.210070 26.267446 -102.0
50.209399 26.267451 -84.7
50.210771 26.267468 -85.8
50.208708 26.267475 -105.5
50.209389 26.267506 -83.9
50.210751 26.267513 -87.5
50.210029 26.267545 -102.8
50.210730 26.267558 -90.6
50.209358 26.267560 -80.5
50.208677 26.267574 -106.1
50.210019 26.267581 -103.8
50.210710 26.267594 -88.3
50.209328 26.267614 -84.3
50.209999 26.267617 -106.7
50.210690 26.267639 -90.3
50.209989 26.267653 -100.7
50.208627 26.267664 -107.8
50.209298 26.267668 -80.7
50.210659 26.267675 -89.6
50.209968 26.267689 -101.7
50.212031 26.267710 -101.2
50.210629 26.267720 -95.6
50.209267 26.267722 -85.0
50.209958 26.267734 -100.6
50.208586 26.267754 -107.0
50.209948 26.267771 -102.9
50.210609 26.267774 -90.6
50.209247 26.267785 -80.8
50.209927 26.267825 -103.9
50.210578 26.267837 -86.8
50.208545 26.267844 -104.0
50.209216 26.267848 -79.5
50.209907 26.267870 -102.3
50.210558 26.267900 -91.5
50.209196 26.267902 -71.7
50.209887 26.267915 -99.8
50.208515 26.267943 -97.8
50.209175 26.267956 -73.9
50.211929 26.267962 -102.4
50.209856 26.267969 -101.0
50.210527 26.267981 -88.5
50.209846 26.268014 -100.8
50.209155 26.268019 -73.0
50.208474 26.268051 -101.5
50.209826 26.268059 -99.7
50.209135 26.268064 -72.9
50.210487 26.268071 -86.9
50.211868 26.268088 -105.9
50.209795 26.268104 -100.2
50.209114 26.268118 -69.3
50.211858 26.268124 -104.4
50.209785 26.268158 -98.7
50.210446 26.268162 -87.0
50.209094 26.268163 -71.9
50.209765 26.268194 -100.2
50.209074 26.268217 -68.6
50.209734 26.268239 -101.2
50.208372 26.268249 -93.9
50.210405 26.268252 -84.9
50.211797 26.268259 -99.9
50.209053 26.268271 -72.0
50.209714 26.268284 -96.7
50.209704 26.268320 -96.5
50.209033 26.268325 -71.7
50.211777 26.268331 -100.8
50.210365 26.268333 -87.4
50.208332 26.268348 -96.2
50.209693 26.268356 -97.1
50.209012 26.268379 -71.7
50.209673 26.268392 -99.0
50.211736 26.268394 -94.7
50.210334 26.268423 -84.8
50.208992 26.268424 -72.5
50.209653 26.268428 -96.6
50.208291 26.268448 -93.4
50.209633 26.268464 -97.3
50.211716 26.268466 -103.4
50.208962 26.268487 -71.5
50.210303 26.268495 -87.9
50.209622 26.268500 -99.3
50.209602 26.268527 -99.5
50.208941 26.268541 -78.8
50.209582 26.268563 -100.1
50.210273 26.268585 -92.3
50.211655 26.268602 -104.3
50.208921 26.268605 -78.1
50.209572 26.268608 -98.9
50.209561 26.268644 -99.3
50.208900 26.268659 -77.4
50.210242 26.268666 -96.4
50.209541 26.268689 -100.1
50.208870 26.268704 -73.3
50.209521 26.268725 -100.5
50.210222 26.268738 -94.2
50.208850 26.268758 -73.6
50.209510 26.268770 -97.8
50.209500 26.268806 -97.2
50.208829 26.268812 -72.9
50.210191 26.268819 -95.6
50.209490 26.268842 -95.7
50.208809 26.268848 -76.5
50.208809 26.268875 -76.5
50.209460 26.268878 -95.4
50.208799 26.268884 -78.9
50.208799 26.268893 -74.0
50.208788 26.268902 -76.2
50.208788 26.268911 -75.5
50.209449 26.268914 -91.0
50.208788 26.268920 -76.4
50.208768 26.268938 -74.0
50.208768 26.268947 -76.6
50.209429 26.268959 -92.6
50.208758 26.268965 -71.9
50.209419 26.268987 -93.3
50.210120 26.268990 -100.7
50.208748 26.268992 -69.2
50.208738 26.269010 -70.8
50.208728 26.269028 -73.2
50.209399 26.269032 -94.1
50.208707 26.269046 -76.1
50.211461 26.269052 -105.8
50.209388 26.269068 -92.6
50.210079 26.269071 -98.6
50.208697 26.269073 -73.2
50.208697 26.269082 -77.4
50.209368 26.269095 -93.4
50.208687 26.269109 -74.0
50.208687 26.269127 -77.9
50.209348 26.269131 -93.8
50.210059 26.269153 -101.4
50.208667 26.269154 -73.3
50.209337 26.269167 -89.4
50.208656 26.269181 -73.8
50.209317 26.269194 -90.5
50.209297 26.269212 -88.1
50.208636 26.269217 -73.4
50.210018 26.269243 -100.2
50.209287 26.269248 -89.6
50.208616 26.269253 -72.8
50.209277 26.269275 -88.1
50.208606 26.269280 -76.8
50.209267 26.269293 -89.5
50.211350 26.269295 -114.3
50.209256 26.269311 -87.0
50.209987 26.269315 -99.8
50.208585 26.269325 -73.9
50.209246 26.269338 -87.5
50.210638 26.269345 -93.5
50.209236 26.269356 -88.8
50.208575 26.269361 -70.0
50.209236 26.269374 -86.0
50.209967 26.269378 -102.2
50.209226 26.269392 -89.2
50.208555 26.269397 -71.1
50.210618 26.269408 -94.2
50.209216 26.269419 -89.8
50.209205 26.269437 -88.8
50.209937 26.269441 -99.2
50.208534 26.269442 -72.5
50.209205 26.269455 -87.2
50.212821 26.269466 -101.4
50.210587 26.269471 -95.0
50.208514 26.269478 -72.9
50.209195 26.269482 -88.4
50.209906 26.269495 -93.2
50.209185 26.269509 -85.8
50.208504 26.269532 -70.9
50.210557 26.269535 -93.9
50.209175 26.269536 -84.8
50.209886 26.269540 -98.0
50.209175 26.269572 -85.5
50.208483 26.269577 -72.5
50.209875 26.269585 -94.2
50.210536 26.269589 -94.6
50.209154 26.269599 -83.3
50.208463 26.269622 -75.5
50.209845 26.269630 -97.6
50.210516 26.269634 -98.3
50.209144 26.269635 -86.0
50.209144 26.269662 -86.4
50.208443 26.269667 -72.4
50.210506 26.269670 -95.0
50.209124 26.269689 -86.7
50.210496 26.269706 -96.2
50.208422 26.269712 -67.8
50.209113 26.269725 -87.4
50.210475 26.269733 -97.2
50.209093 26.269752 -80.4
50.208402 26.269757 -69.8
50.210465 26.269760 -98.8
50.209083 26.269779 -83.9
50.210455 26.269787 -98.0
50.208382 26.269793 -67.5
50.210445 26.269805 -98.5
50.209063 26.269806 -80.2
50.210435 26.269832 -99.0
50.208362 26.269838 -71.3
50.209053 26.269842 -82.4
50.210424 26.269850 -102.5
50.209042 26.269869 -82.0
50.208351 26.269875 -72.2
50.210414 26.269877 -99.0
50.209032 26.269896 -78.5
50.210404 26.269904 -99.6
50.208341 26.269911 -73.1
50.210394 26.269922 -102.1
50.209022 26.269923 -77.7
50.208321 26.269938 -70.4
50.209022 26.269941 -77.4
50.210384 26.269949 -104.1
50.208321 26.269965 -71.2
50.210374 26.269967 -103.9
50.209012 26.269968 -78.9
50.211055 26.269971 -105.0
50.208321 26.269974 -72.2
50.209001 26.269986 -76.2
50.208320 26.269992 -74.3
50.210363 26.269994 -102.7
50.208320 26.270001 -73.1
50.208991 26.270004 -73.8
50.211044 26.270007 -101.8
50.208320 26.270010 -73.2
50.210353 26.270012 -102.5
50.208320 26.270019 -72.0
50.208350 26.270019 -68.4
50.208360 26.270019 -66.9
50.208350 26.270028 -68.9
50.208360 26.270028 -67.0
50.208981 26.270031 -72.6
50.208320 26.270037 -73.4
50.208330 26.270037 -70.1
50.208340 26.270037 -70.3
50.208350 26.270037 -66.5
50.208320 26.270046 -69.2
50.208360 26.270046 -68.2
50.208280 26.270055 -70.2
50.208360 26.270055 -65.0
50.208971 26.270059 -74.7
50.208340 26.270064 -62.1
50.208370 26.270064 -67.8
50.208971 26.270068 -74.2
50.208350 26.270073 -63.6
50.208380 26.270073 -62.2
50.208370 26.270082 -61.0
50.208390 26.270082 -59.6
50.208961 26.270086 -72.1
50.208370 26.270091 -59.4
50.208410 26.270092 -64.9
50.208410 26.270101 -60.1
50.208430 26.270101 -61.9
50.208450 26.270101 -58.8
50.208961 26.270104 -70.2
50.210994 26.270106 -104.4
50.208470 26.270110 -63.6
50.208951 26.270113 -67.5
50.208450 26.270119 -66.4
50.208470 26.270119 -62.5
50.208490 26.270119 -66.1
50.208500 26.270128 -59.2
50.208510 26.270128 -62.0
50.208540 26.270137 -62.9
50.208940 26.270140 -67.2
50.208209 26.270145 -70.8
50.208540 26.270146 -65.3
50.208560 26.270147 -60.3
50.208580 26.270156 -57.9
50.208590 26.270156 -64.9
50.208239 26.270163 -68.8
50.208600 26.270165 -64.4
50.208610 26.270165 -67.5
50.208630 26.270165 -63.5
50.208279 26.270172 -68.6
50.208650 26.270174 -67.4
50.208920 26.270176 -68.3
50.208650 26.270183 -65.9
50.208670 26.270183 -68.6
50.208329 26.270190 -70.5
50.208690 26.270192 -63.6
50.208309 26.270199 -67.8
50.208379 26.270200 -64.1
50.208700 26.270201 -64.7
50.208710 26.270202 -62.8
50.208730 26.270202 -63.3
50.208910 26.270203 -67.5
50.208279 26.270208 -70.3
50.208349 26.270209 -65.5
50.208750 26.270211 -67.0
50.208770 26.270211 -67.7
50.208780 26.270211 -69.6
50.208790 26.270211 -69.2
50.208389 26.270218 -65.7
50.208800 26.270220 -70.7
50.208820 26.270220 -67.2
50.208900 26.270221 -64.9
50.208439 26.270227 -62.7
50.208759 26.270229 -68.0
50.208830 26.270229 -69.3
50.208890 26.270230 -66.7
50.208449 26.270236 -66.9
50.208809 26.270238 -68.4
50.208819 26.270238 -68.4
50.208830 26.270238 -67.7
50.208840 26.270238 -66.9
50.208850 26.270238 -67.8
50.208860 26.270238 -67.9
50.208870 26.270239 -67.9
50.208479 26.270245 -68.0
50.208849 26.270247 -67.2
50.208509 26.270255 -66.2
50.209570 26.270260 -76.9
50.208519 26.270264 -65.2
50.208879 26.270266 -64.3
50.208569 26.270273 -65.3
50.208579 26.270273 -66.0
50.208909 26.270275 -64.9
50.208939 26.270284 -65.4
50.208609 26.270291 -67.0
50.208959 26.270293 -71.7
50.208979 26.270293 -71.6
50.208639 26.270300 -65.9
50.208649 26.270301 -70.1
50.208689 26.270319 -63.6
50.208699 26.270319 -67.7
50.209039 26.270321 -72.4
50.208729 26.270328 -65.8
50.209059 26.270330 -73.9
50.209069 26.270330 -71.8
50.208739 26.270346 -67.8
50.208759 26.270346 -71.2
50.209109 26.270348 -73.2
50.209530 26.270351 -73.4
50.208759 26.270364 -73.3
50.209159 26.270367 -72.4
50.208778 26.270401 -71.5
50.209269 26.270403 -68.0
50.208788 26.270428 -70.9
50.209029 26.270429 -72.8
50.209369 26.270431 -67.4
50.209079 26.270438 -74.6
50.209128 26.270457 -72.3
50.208788 26.270464 -71.1
50.209178 26.270484 -72.1
50.212613 26.270485 -98.2
50.208768 26.270500 -66.7
50.209228 26.270502 -67.3
50.209268 26.270512 -72.0
50.209318 26.270521 -71.8
50.209357 26.270792 -83.6
50.207344 26.272235 -83.4
50.207324 26.272271 -84.7
50.207161 26.272604 -82.9
50.207090 26.272766 -79.1
50.207059 26.272811 -79.7
50.207049 26.272856 -81.4
50.207029 26.272901 -80.4
50.207009 26.272928 -82.9
50.206988 26.272964 -82.7
50.206978 26.273000 -84.3
50.206958 26.273045 -84.2
50.206937 26.273090 -83.5
50.206897 26.273180 -84.9
50.206856 26.273261 -83.2
50.206836 26.273315 -83.5
50.206825 26.273360 -81.5
50.206805 26.273405 -84.7
50.206785 26.273450 -82.7
50.206083 26.273483 -109.9
50.206764 26.273495 -84.4
50.206744 26.273549 -85.0
50.206713 26.273612 -85.9
50.206022 26.273636 -111.4
50.206693 26.273649 -85.3
50.206683 26.273685 -84.6
50.205992 26.273708 -111.8
50.205961 26.273780 -112.3
50.206642 26.273811 -87.2
50.206642 26.273847 -86.2
50.205921 26.273852 -110.0
50.206621 26.273919 -88.0
50.205900 26.273924 -104.4
50.206611 26.273946 -87.8
50.206601 26.273964 -88.8
50.205870 26.273996 -106.6
50.206561 26.274009 -87.8
50.206540 26.274036 -89.8
50.206520 26.274054 -91.6
50.205839 26.274059 -107.2
50.207231 26.274085 -106.8
50.207211 26.274121 -101.6
50.207190 26.274166 -104.2
50.205798 26.274176 -109.7
50.206337 26.274486 -89.0
50.207008 26.274553 -108.3
50.206957 26.274643 -104.7
50.206276 26.274657 -92.1
50.206255 26.274693 -92.4
50.206946 26.274697 -101.0
50.206245 26.274720 -90.2
50.206235 26.274748 -90.9
50.206215 26.274774 -88.7
50.206205 26.274811 -84.0
50.206204 26.274829 -81.9
50.206204 26.274847 -81.8
50.206204 26.274865 -80.0
50.206214 26.274883 -87.0
50.206224 26.274892 -79.1
50.206244 26.274901 -75.9
50.206274 26.274919 -84.7
50.206294 26.274928 -78.0
50.206334 26.274947 -83.0
50.206374 26.274956 -90.0
50.206474 26.274984 -82.6
50.206524 26.275002 -88.3
50.206564 26.275020 -93.7
50.206634 26.275039 -91.7
50.206744 26.275048 -97.1
