3004422	1821593	-69.849
3004372	1821567	-76.54
3004494	1821658	-75.519
3003718	1820943	-109.019
3004421	1821594	-70.169
3004491	1821669	-81.629
3004420	1821595	-70.459
3004589	1821861	-80.879
3004496	1821795	-87.16
3004892	1821969	-94.919
3005070	1821857	-94.16
3004439	1821571	-64.91
3004492	1821668	-81.47
3004536	1821618	-68.449
3004419	1821598	-72.75
3004459	1821635	-76.51
3004626	1822164	-88.72
3004495	1821659	-76.379
3004698	1822128	-89.129
3004482	1821668	-85.86
3004487	1821792	-88.739
3004327	1821533	-71.29
3005136	1821564	-100.769
3004489	1821653	-76.61
3004490	1821803	-88.15
3004528	1821788	-69.55
3005225	1821635	-102.349
3003780	1820991	-101.699
3005232	1821640	-102.879
3004391	1821583	-75.199
3004635	1822184	-93.269
3004488	1821669	-83.47
3004463	1821637	-77.129
3004495	1821664	-77.559
3005096	1821533	-101.3
3004418	1821606	-76.569
3005216	1821738	-101.769
3004488	1821652	-77.059
3004484	1821794	-89.449
3004482	1821667	-88.459
3004495	1821799	-88.599
3005217	1821628	-101.959
3004368	1821564	-78.48
3004498	1821763	-69.3
3004547	1821803	-70.86
3005112	1821542	-100.94
3004484	1821753	-68.989
3004584	1821867	-86.389
3004582	1821870	-86.139
3005223	1821629	-101.72
3004494	1821657	-77.65
3004518	1821780	-70.269
3004586	1821834	-72.319
3004418	1821604	-78.04
3004418	1821599	-75.65
3004494	1821760	-69.669
3004561	1821758	-95.61
3004459	1821641	-86.05
3004974	1822048	-97.819
3004426	1821612	-78.68
3004683	1822134	-88.569
3004896	1821964	-93.919
3005157	1821823	-92.279
3004580	1821873	-88.779
3005154	1821818	-93.139
3005073	1821859	-95.779
3004483	1821668	-86.519
3004474	1821643	-84.209
3004513	1821776	-70.599
3004637	1822183	-94.26
3004491	1821656	-78.199
3005087	1821525	-101.809
3004419	1821596	-73.209
3004418	1821598	-75.23
3005215	1821623	-101.879
3004594	1821842	-73.129
3005001	1821457	-94.529
3004759	1821855	-90.22
3004559	1821761	-95.029
3004952	1822077	-92.809
3004345	1821545	-79.94
3004885	1821978	-101.58
3004495	1821792	-90.339
3004422	1821609	-79.25
3004173	1820818	-108.98
3004481	1821799	-91.47
3004552	1821807	-72.19
3004364	1821560	-79.43
3004341	1821542	-79.54
3004452	1821634	-79.819
3004955	1822074	-93.22
3004451	1821727	-68.959
3004523	1821784	-71.47
3004534	1821792	-71.8
3005095	1821895	-94.29
3004555	1821770	-83.669
3004489	1821757	-70.379
3004431	1821711	-68.199
3004392	1821681	-66.55
3004561	1821814	-72.779
3005120	1821859	-95.73
3004543	1821799	-72.3
3005068	1821855	-95.849
3004464	1822021	-92.08
3004435	1821715	-68.61
3004584	1821832	-73.55
3005220	1821733	-105.12
3004580	1821830	-73.48
3004103	1821446	-68.19
3004833	1821669	-87.65
