3016136	1825252	-81.5
3015104	1824624	-81.3
3015604	1824777	-85.889
3015104	1824642	-81.339
3016102	1825269	-81.069
3016152	1824763	-84.25
3014837	1824564	-93.04
3015487	1824518	-90.819
3015096	1824528	-83.739
3015104	1824639	-81.769
3015482	1824508	-91.029
3015092	1824337	-86.419
3016148	1824740	-93.18
3015608	1824788	-82.36
3016288	1825183	-85.51
3015104	1824628	-82.19
3016096	1825271	-81.54
3015091	1824311	-87.12
3015353	1824659	-80.19
3015094	1824448	-84.959
3015613	1824798	-82.489
3016152	1824751	-85.15
3016090	1825274	-81.639
3016070	1825283	-81.519
3016275	1825189	-85.91
3016291	1825181	-86.22
3015104	1824645	-82.65
3015092	1824346	-87.01
3016075	1825281	-81.769
3015129	1824755	-81.41
3015105	1824620	-82.989
3015438	1825461	-76.139
3015547	1824438	-92.9
3016107	1825266	-82.599
3016272	1825191	-86.15
3016129	1825255	-83.16
3015661	1825011	-78.419
3015105	1824648	-82.94
3014919	1823825	-94.589
3015352	1824677	-81.83
3015102	1824595	-83.839
3016058	1825287	-81.989
3016112	1825263	-83.22
3015610	1824793	-83.879
3014932	1823809	-94.879
3016114	1824788	-87.3
3015144	1824800	-80.15
3015315	1824611	-82.599
3016080	1825279	-82.76
3016086	1825276	-82.879
3015454	1824625	-84.83
3015638	1824856	-85.54
3015314	1824607	-82.91
3015098	1824556	-85.339
3015463	1824622	-82.459
3016126	1824781	-87.959
3014907	1823836	-95.339
3015334	1824653	-82.16
3015090	1824303	-88.93
3016149	1824768	-86.699
3015130	1824760	-82.79
3015546	1824429	-93.089
3014902	1823842	-95.48
3015128	1824750	-82.029
3016152	1824761	-86.93
3015547	1824424	-92.519
3015305	1824595	-88.639
3015101	1824585	-84.94
3016150	1824766	-86.989
3015334	1824652	-82.589
3015186	1825186	-69.819
3016143	1825249	-85.01
3015337	1824657	-82.569
3015449	1825485	-75.37
3015445	1824629	-85.949
3015719	1824984	-80.849
3016123	1825257	-84.79
3015479	1824614	-83.449
3015450	1824627	-86.709
3015344	1824661	-83.699
3015132	1824765	-83.11
3015436	1825457	-77.69
3015301	1824586	-89.66
3016118	1824785	-88.779
3015397	1824640	-92.029
3015401	1824638	-93.139
3015179	1825159	-71.279
3015190	1825195	-69.98
3015669	1825007	-80.18
3015158	1825093	-74.069
3016186	1825229	-87.019
3015188	1825190	-70.339
3016064	1825285	-83.98
3015112	1824691	-84.319
3015346	1824661	-83.15
3015114	1824695	-84.239
3015092	1824319	-90.169
3015442	1825468	-78.779
3015636	1824850	-88.01
3015294	1824570	-88.169
3015183	1825177	-70.93
3016263	1825195	-88.86
3014925	1823817	-96.569
3015104	1824612	-85.62
3014909	1823833	-96.68
3015121	1825016	-84.569
3015384	1824646	-87.11
3015094	1824457	-88.01
3015100	1824580	-86.04
3015103	1824604	-85.839
3016023	1825304	-83.239
3015100	1824574	-86.37
3015184	1825181	-70.97
3015139	1824788	-82.33
3015087	1824278	-91.37
3016106	1824793	-87.809
3015165	1825115	-73.599
3016028	1825301	-83.41
3015103	1824608	-85.879
3015085	1824268	-90.8
3015191	1825199	-70.3
3015819	1824940	-92.089
3015182	1825173	-71.349
3016122	1824783	-89.48
3016004	1825312	-82.919
3015333	1824651	-83.769
3015698	1824990	-81.919
3015960	1825331	-81.889
3015651	1825015	-80.72
3015166	1825120	-73.54
3015136	1824776	-82.8
3015752	1824970	-91.37
3015162	1825106	-74.15
3016151	1824765	-88.319
3015647	1825017	-79.36
3015716	1824987	-82.33
3015439	1824632	-84.069
3015192	1825204	-70.33
3014866	1824606	-89.76
3015446	1824618	-87.22
3015703	1825004	-87.699
3015146	1824806	-82.129
3016215	1825216	-89.919
3015154	1824826	-81.589
3016294	1825179	-89.37
3015155	1825085	-75.08
3015122	1825014	-83.349
3015194	1825208	-70.26
3015597	1824761	-86.73
3016148	1825246	-86.489
3015106	1824657	-85.61
3015889	1825360	-80.16
3016300	1825177	-89.559
3015713	1824988	-82.62
3015940	1824866	-85.889
3015491	1824527	-94.769
3015161	1825101	-74.65
3015721	1824984	-81.94
3015202	1825234	-69.459
3015298	1824579	-90.66
3015134	1824770	-83.309
3015783	1824956	-88.629
3015335	1824655	-84.089
3015314	1824609	-84.98
3015489	1824522	-94.949
3015163	1825110	-74.37
3015700	1824995	-83.459
3016146	1824770	-88.569
3015203	1824973	-78.599
3016034	1825298	-84.11
3016082	1824805	-87.309
3014862	1824595	-90.269
3015262	1825420	-82.55
3015100	1824568	-87.209
3015102	1824590	-86.699
3015435	1825454	-78.389
3015696	1824988	-80.5
3015176	1825151	-72.86
3015440	1825465	-79.739
3015340	1824660	-84.19
3015938	1825340	-81.94
3015262	1825411	-78.459
3015661	1825374	-79.72
3015316	1824613	-85.18
3015868	1825354	-79.849
3015105	1824651	-86.139
3015159	1825097	-75.19
3015102	1824599	-86.83
3015705	1825008	-88.059
3015197	1825221	-70.3
3015642	1825019	-78.669
3015180	1825164	-72.48
3015617	1824808	-86.389
3015152	1825074	-76.129
3015322	1825459	-72.099
3015153	1825081	-75.959
3015172	1825137	-73.779
3015173	1825142	-73.61
3015133	1825017	-78.279
3015998	1824617	-97.019
3015890	1825360	-80.919
3015614	1824803	-86.93
3015630	1824835	-89.26
3016297	1825178	-90.26
3015239	1825027	-75.709
3015195	1825212	-70.91
3015152	1824820	-82.62
3015141	1824793	-83.4
3015673	1825005	-81.69
3015085	1824270	-92.099
3016175	1825233	-87.889
3015085	1824258	-91.94
3015152	1825078	-76.239
3015459	1824624	-85.199
3014912	1823830	-98.089
3015097	1824541	-88.47
3015998	1825315	-84.01
3016154	1825244	-87.54
3015966	1825328	-83.239
3015317	1825462	-73.989
3015157	1825089	-75.97
3015096	1824498	-89.25
3015948	1825336	-82.839
3015121	1824722	-85.33
3015196	1825217	-70.98
3015206	1824967	-80.16
3015662	1825379	-80.65
3015107	1824662	-86.669
3015203	1825238	-70.43
3015487	1824610	-85.8
3015200	1825229	-70.709
3015355	1824658	-85.069
3015268	1824506	-93.33
3015433	1825451	-79.319
3015717	1824985	-83.62
3015149	1824813	-83.33
3014850	1824567	-91.809
3015697	1824994	-84.639
3015606	1824783	-87.69
3015117	1825013	-87.26
3015484	1824513	-96.459
3015170	1825131	-74.72
3015710	1824988	-82.029
3015366	1824654	-85.4
3015670	1824929	-88.0
3015994	1824619	-97.8
3015099	1825023	-88.41
3015542	1825112	-81.0
3015350	1824689	-86.209
3015674	1824936	-84.599
3015701	1824993	-84.69
3015763	1824948	-88.69
3015203	1824974	-80.12
3015703	1825003	-88.099
3015943	1825338	-83.309
3015535	1825072	-81.48
3015127	1824745	-85.43
3015085	1824253	-92.849
3015317	1824616	-86.389
3015621	1825011	-80.029
3015235	1825023	-76.87
3016191	1825227	-89.8
3015123	1824736	-85.769
3015470	1824608	-86.419
3015137	1824781	-84.69
3015205	1825242	-70.889
3015689	1824998	-82.23
3015168	1825125	-75.349
3015085	1824260	-92.86
3015092	1824397	-90.959
3014916	1823827	-99.08
3016165	1825238	-88.73
3016144	1824772	-90.22
3016117	1825260	-87.629
3015472	1824617	-86.36
3015088	1824283	-93.4
3015875	1825359	-81.629
3015427	1824637	-86.11
3015206	1825246	-70.949
3015085	1824250	-93.25
3015708	1824990	-82.61
3015156	1824832	-83.51
3015432	1825448	-79.16
3015151	1825071	-77.669
3015207	1825251	-70.87
3015665	1825009	-83.209
3015887	1825360	-82.139
3015199	1825225	-71.739
3015867	1825352	-81.47
3015085	1824265	-93.04
3015479	1824604	-86.879
3015118	1824712	-86.669
3016010	1825309	-85.519
3015465	1824473	-97.15
3015270	1824511	-95.379
3015229	1825018	-77.669
3015888	1825360	-82.349
3015092	1824328	-93.04
3015120	1825013	-86.919
3015656	1824996	-79.349
3015095	1824513	-90.319
3015667	1824919	-88.68
3015771	1824961	-91.089
3015150	1825067	-78.089
3015342	1824661	-87.0
3015681	1825422	-81.16
3015205	1824994	-82.449
3015204	1824960	-82.339
3015272	1824516	-95.529
3015465	1824610	-87.029
3016023	1824604	-98.86
3016136	1824777	-91.41
3015114	1824699	-87.239
3015660	1824994	-82.15
3015604	1825018	-79.339
3015096	1824521	-90.4
3015309	1824599	-87.559
3015706	1825011	-90.589
3015117	1824708	-87.12
3015865	1825350	-81.809
3015092	1824406	-91.55
3014868	1824613	-92.309
3015708	1825013	-89.419
3015110	1824675	-87.8
3015314	1824605	-87.48
3015259	1824488	-92.819
3016159	1825242	-89.3
3015296	1824575	-92.099
3015158	1824839	-83.91
3015546	1824435	-98.199
3015641	1824862	-90.36
3016144	1824732	-99.839
3015212	1824999	-87.599
3015107	1824665	-88.069
3015411	1824644	-88.55
3015276	1824525	-94.05
3015927	1825345	-83.879
3015078	1824082	-101.26
3015880	1825360	-82.48
3015275	1824520	-94.0
3015480	1824503	-97.44
3015794	1824950	-90.41
3015509	1824599	-87.599
3015106	1824653	-88.36
3015704	1824992	-85.5
3015317	1824618	-87.41
3015371	1824663	-86.5
3016110	1824790	-91.639
3015676	1824940	-85.8
3015700	1824997	-86.18
3015699	1824993	-85.98
3015202	1824976	-81.54
3016017	1825306	-86.36
3015451	1824616	-90.779
3015210	1825260	-71.349
3015433	1824634	-87.019
3015108	1824669	-88.23
3015657	1824895	-88.089
3015122	1824727	-87.069
3015160	1824845	-84.04
3015373	1824651	-86.83
3015119	1824717	-87.309
3015085	1824256	-94.059
3015142	1825033	-79.87
3015441	1824619	-88.68
3015125	1824740	-86.849
3015142	1825036	-79.809
3015525	1824602	-87.809
3015211	1825264	-71.29
3015395	1824652	-93.76
3015419	1824631	-87.26
3015118	1825017	-89.47
3015240	1825029	-77.849
3016196	1825225	-91.41
3016201	1825223	-91.76
3015206	1824967	-82.15
3015089	1824296	-93.83
3015350	1824685	-87.709
3015674	1824988	-83.809
3015350	1824660	-86.919
3016180	1825231	-90.79
3015428	1824626	-87.489
3016146	1824736	-100.37
3015720	1824967	-84.279
3015992	1825318	-86.15
3015900	1825356	-83.69
3015948	1824863	-87.75
3015086	1824222	-95.889
3015320	1824626	-87.779
3015095	1824483	-91.639
3015406	1824647	-95.33
3015909	1825353	-84.08
3015149	1825063	-79.26
3015086	1824219	-96.339
3015483	1824612	-87.959
3015627	1824829	-92.099
3015111	1824683	-88.51
3016210	1825218	-93.209
3015297	1825467	-78.4
3015092	1824354	-93.169
3015219	1825011	-79.139
3015681	1825001	-84.22
3015112	1824687	-88.5
3015106	1824659	-89.05
3015637	1825005	-80.73
3015903	1825357	-84.08
3016002	1824615	-99.849
3015517	1824587	-88.66
3016138	1824775	-91.889
3015600	1825021	-80.47
3015326	1824638	-87.849
3015300	1824583	-94.19
3015669	1824923	-89.959
3015209	1825255	-72.25
3015238	1825025	-78.599
3015830	1824935	-95.51
3016133	1824778	-92.94
3015370	1824653	-87.54
3015122	1824731	-87.769
3015339	1824660	-87.519
3015105	1824616	-89.75
3015663	1824993	-84.099
3015157	1825006	-91.16
3015602	1824772	-92.54
3015898	1825357	-84.12
3015833	1825282	-83.47
3015707	1824973	-83.569
3016101	1824796	-91.19
3015756	1824968	-94.169
3015098	1825017	-89.809
3015609	1825016	-80.809
3015166	1825003	-91.15
3016685	1824378	-104.33
3015824	1824938	-97.279
3015659	1824899	-89.809
3015213	1825272	-72.0
3015498	1824595	-88.79
3015923	1825347	-84.989
3015354	1824701	-86.87
3015500	1824604	-88.669
3015624	1824824	-91.059
3015316	1824614	-88.65
3015130	1825013	-81.639
3015363	1824656	-87.79
3015713	1825021	-89.19
3015648	1825001	-80.76
3015656	1825013	-85.059
3015714	1825024	-88.22
3015918	1825350	-84.98
3015590	1824555	-95.91
3015216	1825279	-72.01
3015336	1824656	-87.94
3015367	1824664	-87.709
3015446	1825476	-79.91
3016138	1824717	-101.279
3015204	1824970	-82.959
3015829	1825273	-82.29
3016075	1824587	-100.139
3015467	1824620	-88.489
3015422	1824639	-88.199
3015679	1824985	-84.79
3016142	1824728	-101.419
3015509	1824590	-89.19
3015650	1824880	-86.529
3015673	1824989	-84.839
3016119	1824671	-101.23
3015932	1825342	-85.529
3015104	1824633	-90.0
3015215	1825276	-72.23
3015538	1825102	-83.839
3015513	1824596	-89.22
3015871	1825357	-83.839
3015162	1824850	-85.33
3015704	1825006	-92.019
3015217	1825008	-80.16
3015205	1824967	-84.91
3015086	1824228	-96.309
3015177	1825155	-76.73
3016036	1824597	-100.12
3015230	1825019	-79.79
3015197	1824984	-86.389
3015913	1825351	-85.279
3015085	1824264	-95.29
3015892	1825359	-84.669
3015218	1825285	-72.319
3015633	1825023	-81.169
3015533	1825075	-84.629
3015341	1825454	-79.129
3015332	1824649	-88.54
3015447	1825480	-80.87
3014834	1824564	-101.669
3016206	1825220	-94.01
3015520	1824592	-89.58
3015351	1824692	-89.15
3015986	1825320	-87.33
3015678	1825003	-85.37
3015545	1825119	-83.919
3015671	1824989	-85.16
3015148	1825056	-80.709
3015505	1824591	-89.61
3015844	1825310	-84.779
3015324	1825458	-75.69
3015131	1825016	-82.23
3015081	1824102	-102.01
3015215	1825005	-80.559
3015294	1824568	-93.22
3015297	1824577	-94.68
3015863	1825347	-83.9
3015716	1825028	-88.559
3015615	1825013	-81.889
3016049	1824819	-91.199
3015757	1824950	-89.58
3015205	1824968	-85.519
3015287	1824553	-95.239
3015143	1825039	-81.5
3015146	1825048	-81.18
3015160	1825005	-92.239
3016220	1825214	-95.0
3015148	1825061	-80.839
3015385	1824656	-93.069
3015607	1825258	-82.269
3015388	1824644	-94.099
3015807	1824945	-93.87
3015115	1824703	-89.559
3015304	1824592	-94.86
3015124	1825016	-86.65
3015979	1825323	-87.489
3015621	1825287	-82.139
3015109	1824672	-90.19
3015282	1824540	-96.41
3015405	1824637	-98.72
3015314	1824606	-89.779
3015285	1824549	-96.47
3015112	1825014	-90.819
3015691	1824977	-85.16
3015687	1824982	-85.309
3015652	1824998	-81.889
3015144	1825042	-81.589
3015905	1824903	-92.809
3015161	1825003	-92.129
3016010	1824611	-101.43
3015973	1825326	-87.459
3015594	1825023	-81.72
3015201	1824952	-85.889
3015725	1824983	-86.44
3015142	1825041	-81.75
3015548	1825126	-84.309
3015766	1824963	-94.239
3015622	1825288	-82.889
3015495	1824537	-97.279
3015141	1825030	-82.139
3015277	1825461	-83.69
3015433	1824624	-89.449
3015140	1825034	-82.05
3015702	1825001	-87.19
3015206	1824965	-83.559
3015907	1825355	-85.809
3015494	1824607	-89.819
3015474	1824606	-89.819
3015493	1824597	-90.029
3015174	1825000	-91.05
3015360	1824657	-89.0
